dupe,w1,w2,col,p1,p2,len1,len2,lev,let1,let2,a,h,i
True,Boxer X                                           ,Boxer X,Breed_Description,0.001453752498637107,0.0009933975407353565,50,7,43,True,True,False,True,True
True,Australian Terrier,Australian Terrier                                ,Breed_Description,0.0014174086861711793,0.0007511054576291719,18,50,32,True,True,False,True,True
True,Australian Terrier,Australian Terrier                      ,Breed_Description,0.0014174086861711793,0.0005572717911442244,18,40,22,True,True,False,True,True
True,Australian Terrier                                ,Australian Terrier                      ,Breed_Description,0.0007511054576291719,0.0005572717911442244,50,40,10,True,True,False,True,True
True,Bull Terrier X,Bull Terrier X                                    ,Breed_Description,0.0014174086861711793,0.0011630019989096855,14,50,36,True,True,False,True,True
True,Dalmation,DALMATION,Breed_Description,0.0014052940820158699,7.268762493185535e-05,9,9,8,True,True,True,False,True
True,Siberian Husky X                                  ,Siberian Husky X,Breed_Description,0.0013810648737052516,0.0009812829365800472,50,16,34,True,True,False,True,True
True,Dachshund                                         ,Dachshund,Breed_Description,0.0013689502695499426,0.0012478042279968505,50,9,41,True,True,False,True,True
True,Dachshund                                         ,Dachshund                               ,Breed_Description,0.0013689502695499426,0.0003997819371252044,50,40,10,True,True,False,True,True
True,Dachshund                                         ,DACHSHUND,Breed_Description,0.0013689502695499426,6.057302077654613e-05,50,9,49,True,True,False,False,True
True,Dachshund,Dachshund                               ,Breed_Description,0.0012478042279968505,0.0003997819371252044,9,40,31,True,True,False,True,True
True,Dachshund,DACHSHUND,Breed_Description,0.0012478042279968505,6.057302077654613e-05,9,9,8,True,True,True,False,True
True,Dachshund                               ,DACHSHUND,Breed_Description,0.0003997819371252044,6.057302077654613e-05,40,9,39,True,True,False,False,True
True,Cocker Spaniel X                                  ,Cocker Spaniel X,Breed_Description,0.0013568356653946333,0.0011630019989096855,50,16,34,True,True,False,True,True
True,Bichon Frise,Bichon Frise                                      ,Breed_Description,0.0012962626446180866,0.0010539705615119023,12,50,38,True,True,False,True,True
True,Bichon Frise,Bichon Frise                            ,Breed_Description,0.0012962626446180866,0.0007389908534738628,12,40,28,True,True,False,True,True
True,Bichon Frise,BICHON FRISE,Breed_Description,0.0012962626446180866,8.480222908716458e-05,12,12,9,True,True,True,False,True
True,Bichon Frise                                      ,Bichon Frise                            ,Breed_Description,0.0010539705615119023,0.0007389908534738628,50,40,10,True,True,False,True,True
True,Bichon Frise                                      ,BICHON FRISE,Breed_Description,0.0010539705615119023,8.480222908716458e-05,50,12,47,True,True,False,False,True
True,Bichon Frise                            ,BICHON FRISE,Breed_Description,0.0007389908534738628,8.480222908716458e-05,40,12,37,True,True,False,False,True
True,Terrier,Terrier                                 ,Breed_Description,0.0012478042279968505,0.0010660851656672118,7,40,33,True,True,False,True,True
True,Terrier,Terrier                                           ,Breed_Description,0.0012478042279968505,0.0006178448119207705,7,50,43,True,True,False,True,True
True,Terrier                                 ,Terrier                                           ,Breed_Description,0.0010660851656672118,0.0006178448119207705,40,50,10,True,True,False,True,True
True,Dobermann                                         ,Dobermann,Breed_Description,0.0012478042279968505,0.0005693863952995336,50,9,41,True,True,False,True,True
True,Dobermann                                         ,Dobermann                               ,Breed_Description,0.0012478042279968505,0.0004482403537464414,50,40,10,True,True,False,True,True
True,Dobermann,Dobermann                               ,Breed_Description,0.0005693863952995336,0.0004482403537464414,9,40,31,True,True,False,True,True
True,Australian Silky Terrier                          ,Australian Silky Terrier,Breed_Description,0.0011872312072203038,0.001126658186443758,50,24,26,True,True,False,True,True
True,Australian Silky Terrier                          ,Australian Silky Terrier                ,Breed_Description,0.0011872312072203038,0.0004966987703676782,50,40,10,True,True,False,True,True
True,Australian Silky Terrier                          ,AUSTRALIAN SILKY TERRIER,Breed_Description,0.0011872312072203038,6.057302077654613e-05,50,24,45,True,True,False,False,True
True,Australian Silky Terrier,Australian Silky Terrier                ,Breed_Description,0.001126658186443758,0.0004966987703676782,24,40,16,True,True,False,True,True
True,Australian Silky Terrier,AUSTRALIAN SILKY TERRIER,Breed_Description,0.001126658186443758,6.057302077654613e-05,24,24,19,True,True,True,False,True
True,Australian Silky Terrier                ,AUSTRALIAN SILKY TERRIER,Breed_Description,0.0004966987703676782,6.057302077654613e-05,40,24,35,True,True,False,False,True
True,Australian Silky Terrier X                        ,Australian Silky Terrier X,Breed_Description,0.0011387727905990673,0.0009933975407353565,50,26,24,True,True,False,True,True
True,Bullmastiff X                                     ,Bull Mastiff X,Breed_Description,0.0011145435822884488,0.0006299594160760798,50,14,39,True,True,False,False,True
True,Bullmastiff X                                     ,Bullmastiff X,Breed_Description,0.0011145435822884488,0.0003392089163486583,50,13,37,True,True,False,True,True
True,Bull Mastiff X,Bullmastiff X,Breed_Description,0.0006299594160760798,0.0003392089163486583,14,13,2,True,True,False,False,True
True,X Breed,X Breed                                 ,Breed_Description,0.0011024289781331397,2.422920831061845e-05,7,40,33,True,True,False,True,True
True,Shar Pei X                                        ,Shar Pei X,Breed_Description,0.0011024289781331397,0.000860136895026955,50,10,40,True,True,False,True,True
True,Shetland Sheep Dog                                ,Shetland Sheepdog,Breed_Description,0.0011024289781331397,0.0005936156036101519,50,17,34,True,True,False,False,True
True,Shetland Sheep Dog                                ,Shetland Sheepdog                       ,Breed_Description,0.0011024289781331397,0.00037555272881458596,50,40,11,True,True,False,False,True
True,Shetland Sheep Dog                                ,SHETLAND SHEEP DOG,Breed_Description,0.0011024289781331397,3.6343812465927666e-05,50,18,45,True,True,False,False,True
True,Shetland Sheepdog,Shetland Sheepdog                       ,Breed_Description,0.0005936156036101519,0.00037555272881458596,17,40,23,True,True,False,True,True
True,Shetland Sheepdog,SHETLAND SHEEP DOG,Breed_Description,0.0005936156036101519,3.6343812465927666e-05,17,18,15,True,True,False,False,True
True,Shetland Sheepdog                       ,SHETLAND SHEEP DOG,Breed_Description,0.00037555272881458596,3.6343812465927666e-05,40,18,36,True,True,False,False,True
True,Jack Russell Terrier Cross,JACK RUSSELL TERRIER CROSS,Breed_Description,0.0011024289781331397,0.00012114604155309223,26,26,19,True,True,True,False,True
True,Lhasa Apso,Lhasa Apso                                        ,Breed_Description,0.0011024289781331397,0.0006299594160760798,10,50,40,True,True,False,True,True
True,Lhasa Apso,Lhasa Apso                              ,Breed_Description,0.0011024289781331397,0.0004240111454358229,10,40,30,True,True,False,True,True
True,Lhasa Apso,LHASA APSO,Breed_Description,0.0011024289781331397,1.2114604155309225e-05,10,10,7,True,True,True,False,True
True,Lhasa Apso                                        ,Lhasa Apso                              ,Breed_Description,0.0006299594160760798,0.0004240111454358229,50,40,10,True,True,False,True,True
True,Lhasa Apso                                        ,LHASA APSO,Breed_Description,0.0006299594160760798,1.2114604155309225e-05,50,10,47,True,True,False,False,True
True,Lhasa Apso                              ,LHASA APSO,Breed_Description,0.0004240111454358229,1.2114604155309225e-05,40,10,37,True,True,False,False,True
True,Australian Kelpie Cross,AUSTRALIAN KELPIE CROSS,Breed_Description,0.0010903143739778305,0.0001332606457084015,23,23,18,True,True,True,False,True
True,Bulldog,Bulldog                                 ,Breed_Description,0.0010660851656672118,0.0001938336664849476,7,40,33,True,True,False,True,True
True,Bulldog,BULLDOG,Breed_Description,0.0010660851656672118,1.2114604155309225e-05,7,7,6,True,True,True,False,True
True,Bulldog                                 ,BULLDOG,Breed_Description,0.0001938336664849476,1.2114604155309225e-05,40,7,39,True,True,False,False,True
True,Great Dane,Great Dane                                        ,Breed_Description,0.0010539705615119023,0.0008116784784057183,10,50,40,True,True,False,True,True
True,Great Dane,Great Dane                              ,Breed_Description,0.0010539705615119023,0.0002301774789508753,10,40,30,True,True,False,True,True
True,Great Dane,GREAT DANE,Breed_Description,0.0010539705615119023,4.84584166212369e-05,10,10,7,True,True,True,False,True
True,Great Dane                                        ,Great Dane                              ,Breed_Description,0.0008116784784057183,0.0002301774789508753,50,40,10,True,True,False,True,True
True,Great Dane                                        ,GREAT DANE,Breed_Description,0.0008116784784057183,4.84584166212369e-05,50,10,47,True,True,False,False,True
True,Great Dane                              ,GREAT DANE,Breed_Description,0.0002301774789508753,4.84584166212369e-05,40,10,37,True,True,False,False,True
True,Bichon Frise X                                    ,Bichon Frise X,Breed_Description,0.0010418559573565935,0.0004482403537464414,50,14,36,True,True,False,True,True
True,Bichon Frise X                                    ,Bichon Frise x,Breed_Description,0.0010418559573565935,0.0003997819371252044,50,14,37,True,True,False,False,True
True,Bichon Frise X,Bichon Frise x,Breed_Description,0.0004482403537464414,0.0003997819371252044,14,14,1,True,True,True,False,True
True,Akita,Akita                                             ,Breed_Description,0.0010297413532012842,0.0006663032285420074,5,50,45,True,True,False,True,True
True,Akita,Akita                                   ,Breed_Description,0.0010297413532012842,0.00015748985401901994,5,40,35,True,True,False,True,True
True,Akita                                             ,Akita                                   ,Breed_Description,0.0006663032285420074,0.00015748985401901994,50,40,10,True,True,False,True,True
True,Staffordshire Terrier                   ,Staffordshire Terrier,Breed_Description,0.0010297413532012842,1.2114604155309225e-05,40,21,19,True,True,False,True,True
True,Schnauzer - Miniature,Schnauzer (Miniature),Breed_Description,0.0010297413532012842,0.0007995638742504088,21,21,3,True,True,False,False,True
True,Schnauzer - Miniature,Schnauzer Miniature,Breed_Description,0.0010297413532012842,0.0003270943121933492,21,19,2,True,True,False,False,True
True,Schnauzer - Miniature,SCHNAUZER MINIATURE,Breed_Description,0.0010297413532012842,0.0003028651038827307,21,19,18,True,True,False,False,True
True,Schnauzer (Miniature),Schnauzer Miniature,Breed_Description,0.0007995638742504088,0.0003270943121933492,21,19,2,True,True,False,False,True
True,Schnauzer (Miniature),SCHNAUZER MINIATURE,Breed_Description,0.0007995638742504088,0.0003028651038827307,21,19,18,True,True,False,False,True
True,Schnauzer Miniature,SCHNAUZER MINIATURE,Breed_Description,0.0003270943121933492,0.0003028651038827307,19,19,16,True,True,True,False,True
True,Tenterfield Terrier X,Tenterfield Terrier X                             ,Breed_Description,0.0009691683324247381,0.0005693863952995336,21,50,29,True,True,False,True,True
True,Unknown                                           ,Unknown,Breed_Description,0.0009570537282694287,0.0002301774789508753,50,7,43,True,True,False,True,True
True,Bullmastiff                                       ,Bullmastiff,Breed_Description,0.0009328245199588103,0.0003634381246592768,50,11,39,True,True,False,True,True
True,Bullmastiff                                       ,Bull Mastiff,Breed_Description,0.0009328245199588103,0.0003149797080380399,50,12,41,True,True,False,False,True
True,Bullmastiff                                       ,Bullmastiff                             ,Breed_Description,0.0009328245199588103,0.0001938336664849476,50,40,10,True,True,False,True,True
True,Bullmastiff,Bull Mastiff,Breed_Description,0.0003634381246592768,0.0003149797080380399,11,12,2,True,True,False,False,True
True,Bullmastiff,Bullmastiff                             ,Breed_Description,0.0003634381246592768,0.0001938336664849476,11,40,29,True,True,False,True,True
True,Bull Mastiff,Bullmastiff                             ,Breed_Description,0.0003149797080380399,0.0001938336664849476,12,40,31,True,True,False,False,True
True,Papillon                                          ,Papillon,Breed_Description,0.0009085953116481918,0.0008359076867163367,50,8,42,True,True,False,True,True
True,Papillon                                          ,Papillon                                ,Breed_Description,0.0009085953116481918,0.0005815009994548428,50,40,10,True,True,False,True,True
True,Papillon                                          ,PAPILLON,Breed_Description,0.0009085953116481918,4.84584166212369e-05,50,8,49,True,True,False,False,True
True,Papillon,Papillon                                ,Breed_Description,0.0008359076867163367,0.0005815009994548428,8,40,32,True,True,False,True,True
True,Papillon,PAPILLON,Breed_Description,0.0008359076867163367,4.84584166212369e-05,8,8,7,True,True,True,False,True
True,Papillon                                ,PAPILLON,Breed_Description,0.0005815009994548428,4.84584166212369e-05,40,8,39,True,True,False,False,True
True,West Highland White Terrier X                     ,West Highland White Terrier X,Breed_Description,0.0008843661033375735,0.0003270943121933492,50,29,21,True,True,False,True,True
True,Doberman,DOBERMAN,Breed_Description,0.0008843661033375735,1.2114604155309225e-05,8,8,7,True,True,True,False,True
True,Moodle,Moodle                                  ,Breed_Description,0.000860136895026955,0.0003997819371252044,6,40,34,True,True,False,True,True
True,Lhasa Apso X                                      ,Lhasa Apso X,Breed_Description,0.0008480222908716457,0.0006663032285420074,50,12,38,True,True,False,True,True
True,English Springer Spaniel                          ,English Springer Spaniel,Breed_Description,0.0007874492700950997,0.0005936156036101519,50,24,26,True,True,False,True,True
True,English Springer Spaniel                          ,English Springer Spaniel                ,Breed_Description,0.0007874492700950997,0.0002301774789508753,50,40,10,True,True,False,True,True
True,English Springer Spaniel,English Springer Spaniel                ,Breed_Description,0.0005936156036101519,0.0002301774789508753,24,40,16,True,True,False,True,True
True,Golden Retriever Cross,GOLDEN RETRIEVER CROSS,Breed_Description,0.0007753346659397902,1.2114604155309225e-05,22,22,17,True,True,True,False,True
True,Groodle,Groodle                                 ,Breed_Description,0.0007753346659397902,0.0006541886243866983,7,40,33,True,True,False,True,True
True,Australian Terrier X,Australian Terrier X                              ,Breed_Description,0.0007753346659397902,0.0007511054576291719,20,50,30,True,True,False,True,True
True,Italian Greyhound,Italian Greyhound                                 ,Breed_Description,0.0007511054576291719,0.0004966987703676782,17,50,33,True,True,False,True,True
True,Italian Greyhound,Italian Greyhound                       ,Breed_Description,0.0007511054576291719,0.0002301774789508753,17,40,23,True,True,False,True,True
True,Italian Greyhound,ITALIAN GREYHOUND,Breed_Description,0.0007511054576291719,3.6343812465927666e-05,17,17,14,True,True,True,False,True
True,Italian Greyhound                                 ,Italian Greyhound                       ,Breed_Description,0.0004966987703676782,0.0002301774789508753,50,40,10,True,True,False,True,True
True,Italian Greyhound                                 ,ITALIAN GREYHOUND,Breed_Description,0.0004966987703676782,3.6343812465927666e-05,50,17,47,True,True,False,False,True
True,Italian Greyhound                       ,ITALIAN GREYHOUND,Breed_Description,0.0002301774789508753,3.6343812465927666e-05,40,17,37,True,True,False,False,True
True,Pugalier,Pugalier                                ,Breed_Description,0.0007511054576291719,0.00021806287479556605,8,40,32,True,True,False,True,True
True,Tibetan Spaniel,Tibetan Spaniel                                   ,Breed_Description,0.0007389908534738628,0.0005209279786782966,15,50,35,True,True,False,True,True
True,Tibetan Spaniel,Tibetan Spaniel                         ,Breed_Description,0.0007389908534738628,0.0004482403537464414,15,40,25,True,True,False,True,True
True,Tibetan Spaniel,TIBETAN SPANIEL,Breed_Description,0.0007389908534738628,3.6343812465927666e-05,15,15,12,True,True,True,False,True
True,Tibetan Spaniel                                   ,Tibetan Spaniel                         ,Breed_Description,0.0005209279786782966,0.0004482403537464414,50,40,10,True,True,False,True,True
True,Tibetan Spaniel                                   ,TIBETAN SPANIEL,Breed_Description,0.0005209279786782966,3.6343812465927666e-05,50,15,47,True,True,False,False,True
True,Tibetan Spaniel                         ,TIBETAN SPANIEL,Breed_Description,0.0004482403537464414,3.6343812465927666e-05,40,15,37,True,True,False,False,True
True,Maremma Sheep Dog                                 ,Maremma Sheepdog,Breed_Description,0.0007268762493185535,0.0006299594160760798,50,16,35,True,True,False,False,True
True,Weimaraner,Weimaraner                                        ,Breed_Description,0.0007147616451632443,0.00043612574959113216,10,50,40,True,True,False,True,True
True,Cairn Terrier                                     ,Cairn Terrier                           ,Breed_Description,0.0006905324368526258,0.0005693863952995336,50,40,10,True,True,False,True,True
True,Cairn Terrier                                     ,Cairn Terrier,Breed_Description,0.0006905324368526258,0.0005088133745229875,50,13,37,True,True,False,True,True
True,Cairn Terrier                                     ,CAIRN TERRIER,Breed_Description,0.0006905324368526258,2.422920831061845e-05,50,13,47,True,True,False,False,True
True,Cairn Terrier                           ,Cairn Terrier,Breed_Description,0.0005693863952995336,0.0005088133745229875,40,13,27,True,True,False,True,True
True,Cairn Terrier                           ,CAIRN TERRIER,Breed_Description,0.0005693863952995336,2.422920831061845e-05,40,13,37,True,True,False,False,True
True,Cairn Terrier,CAIRN TERRIER,Breed_Description,0.0005088133745229875,2.422920831061845e-05,13,13,10,True,True,True,False,True
True,Retriever                                         ,Retriever                               ,Breed_Description,0.0006784178326973168,0.0002301774789508753,50,40,10,True,True,False,True,True
True,Retriever                                         ,Retriever,Breed_Description,0.0006784178326973168,0.0001817190623296384,50,9,41,True,True,False,True,True
True,Retriever                               ,Retriever,Breed_Description,0.0002301774789508753,0.0001817190623296384,40,9,31,True,True,False,True,True
True,British Bulldog X                                 ,British Bulldog X,Breed_Description,0.0006541886243866983,0.0001332606457084015,50,17,33,True,True,False,True,True
True,Shih-Tzu Cross,SHIH TZU CROSS,Breed_Description,0.0006541886243866983,0.0001453752498637107,14,14,10,True,True,False,False,True
True,Dachshund (Miniature)                             ,Dachshund - Miniature,Breed_Description,0.0006420740202313889,0.0005451571869889151,50,21,32,True,True,False,False,True
True,Dachshund (Miniature)                             ,Dachshund Miniature                     ,Breed_Description,0.0006420740202313889,0.0003270943121933492,50,40,10,True,True,False,False,True
True,Dachshund (Miniature)                             ,Dachshund (Miniature),Breed_Description,0.0006420740202313889,0.0002786358955721122,50,21,29,True,True,False,True,True
True,Dachshund - Miniature,Dachshund Miniature                     ,Breed_Description,0.0005451571869889151,0.0003270943121933492,21,40,23,True,True,False,False,True
True,Dachshund - Miniature,Dachshund (Miniature),Breed_Description,0.0005451571869889151,0.0002786358955721122,21,21,3,True,True,False,False,True
True,Dachshund Miniature                     ,Dachshund (Miniature),Breed_Description,0.0003270943121933492,0.0002786358955721122,40,21,22,True,True,False,False,True
True,Border Collie Cross,BORDER COLLIE CROSS,Breed_Description,0.0006420740202313889,8.480222908716458e-05,19,19,14,True,True,True,False,True
True,Schnauzer X                                       ,Schnauzer X,Breed_Description,0.0006299594160760798,0.00037555272881458596,50,11,39,True,True,False,True,True
True,Samoyed                                           ,Samoyed,Breed_Description,0.0006299594160760798,0.0005330425828336059,50,7,43,True,True,False,True,True
True,Samoyed                                           ,Samoyed                                 ,Breed_Description,0.0006299594160760798,0.00035132352050396747,50,40,10,True,True,False,True,True
True,Samoyed                                           ,SAMOYED,Breed_Description,0.0006299594160760798,1.2114604155309225e-05,50,7,49,True,True,False,False,True
True,Samoyed,Samoyed                                 ,Breed_Description,0.0005330425828336059,0.00035132352050396747,7,40,33,True,True,False,True,True
True,Samoyed,SAMOYED,Breed_Description,0.0005330425828336059,1.2114604155309225e-05,7,7,6,True,True,True,False,True
True,Samoyed                                 ,SAMOYED,Breed_Description,0.00035132352050396747,1.2114604155309225e-05,40,7,39,True,True,False,False,True
True,Hungarian Vizsla                                  ,Hungarian Vizsla                        ,Breed_Description,0.0006299594160760798,0.0005209279786782966,50,40,10,True,True,False,True,True
True,Hungarian Vizsla                                  ,Hungarian Vizsla,Breed_Description,0.0006299594160760798,0.0004724695620570597,50,16,34,True,True,False,True,True
True,Hungarian Vizsla                                  ,HUNGARIAN VIZSLA,Breed_Description,0.0006299594160760798,6.057302077654613e-05,50,16,47,True,True,False,False,True
True,Hungarian Vizsla                        ,Hungarian Vizsla,Breed_Description,0.0005209279786782966,0.0004724695620570597,40,16,24,True,True,False,True,True
True,Hungarian Vizsla                        ,HUNGARIAN VIZSLA,Breed_Description,0.0005209279786782966,6.057302077654613e-05,40,16,37,True,True,False,False,True
True,Hungarian Vizsla,HUNGARIAN VIZSLA,Breed_Description,0.0004724695620570597,6.057302077654613e-05,16,16,13,True,True,True,False,True
True,Alaskan Malamute X,Alaskan Malamute X                                ,Breed_Description,0.0006299594160760798,0.0005209279786782966,18,50,32,True,True,False,True,True
True,French Bulldog,French Bull Dog                                   ,Breed_Description,0.0006178448119207705,0.0003876673329698952,14,50,37,True,True,False,False,True
True,French Bulldog,French Bulldog                          ,Breed_Description,0.0006178448119207705,0.00021806287479556605,14,40,26,True,True,False,True,True
True,French Bulldog,FRENCH BULLDOG,Breed_Description,0.0006178448119207705,4.84584166212369e-05,14,14,11,True,True,True,False,True
True,French Bull Dog                                   ,French Bulldog                          ,Breed_Description,0.0003876673329698952,0.00021806287479556605,50,40,11,True,True,False,False,True
True,French Bull Dog                                   ,FRENCH BULLDOG,Breed_Description,0.0003876673329698952,4.84584166212369e-05,50,14,46,True,True,False,False,True
True,French Bulldog                          ,FRENCH BULLDOG,Breed_Description,0.00021806287479556605,4.84584166212369e-05,40,14,37,True,True,False,False,True
True,Yorkshire Terrier                                 ,Yorkshire Terrier,Breed_Description,0.0006178448119207705,0.0003997819371252044,50,17,33,True,True,False,True,True
True,Yorkshire Terrier                                 ,Yorkshire Terrier                       ,Breed_Description,0.0006178448119207705,0.0001938336664849476,50,40,10,True,True,False,True,True
True,Yorkshire Terrier                                 ,YORKSHIRE TERRIER,Breed_Description,0.0006178448119207705,3.6343812465927666e-05,50,17,47,True,True,False,False,True
True,Yorkshire Terrier,Yorkshire Terrier                       ,Breed_Description,0.0003997819371252044,0.0001938336664849476,17,40,23,True,True,False,True,True
True,Yorkshire Terrier,YORKSHIRE TERRIER,Breed_Description,0.0003997819371252044,3.6343812465927666e-05,17,17,14,True,True,True,False,True
True,Yorkshire Terrier                       ,YORKSHIRE TERRIER,Breed_Description,0.0001938336664849476,3.6343812465927666e-05,40,17,37,True,True,False,False,True
True,American Bulldog,American Bull Dog,Breed_Description,0.0006057302077654613,0.0004240111454358229,16,17,2,True,True,False,False,True
True,American Bulldog,American Bulldog                        ,Breed_Description,0.0006057302077654613,0.0001817190623296384,16,40,24,True,True,False,True,True
True,American Bull Dog,American Bulldog                        ,Breed_Description,0.0004240111454358229,0.0001817190623296384,17,40,26,True,True,False,False,True
True,Husky,Husky                                   ,Breed_Description,0.0006057302077654613,0.0003876673329698952,5,40,35,True,True,False,True,True
True,Mastiff,Mastiff                                           ,Breed_Description,0.0005936156036101519,0.0005693863952995336,7,50,43,True,True,False,True,True
True,Mastiff,Mastiff                                 ,Breed_Description,0.0005936156036101519,0.00024229208310618447,7,40,33,True,True,False,True,True
True,Mastiff,MASTIFF,Breed_Description,0.0005936156036101519,2.422920831061845e-05,7,7,6,True,True,True,False,True
True,Mastiff                                           ,Mastiff                                 ,Breed_Description,0.0005693863952995336,0.00024229208310618447,50,40,10,True,True,False,True,True
True,Mastiff                                           ,MASTIFF,Breed_Description,0.0005693863952995336,2.422920831061845e-05,50,7,49,True,True,False,False,True
True,Mastiff                                 ,MASTIFF,Breed_Description,0.00024229208310618447,2.422920831061845e-05,40,7,39,True,True,False,False,True
True,Collie (Rough)                                    ,Collie (Rough),Breed_Description,0.0005693863952995336,0.00041189654128051366,50,14,36,True,True,False,True,True
True,Collie (Rough)                                    ,Collie - Rough,Breed_Description,0.0005693863952995336,0.00015748985401901994,50,14,39,True,True,False,False,True
True,Collie (Rough)                                    ,Collie Rough                            ,Breed_Description,0.0005693863952995336,9.69168332424738e-05,50,40,10,True,True,False,False,True
True,Collie (Rough)                                    ,Collie Rough,Breed_Description,0.0005693863952995336,3.6343812465927666e-05,50,12,38,True,True,False,False,True
True,Collie (Rough),Collie - Rough,Breed_Description,0.00041189654128051366,0.00015748985401901994,14,14,3,True,True,False,False,True
True,Collie (Rough),Collie Rough                            ,Breed_Description,0.00041189654128051366,9.69168332424738e-05,14,40,29,True,True,False,False,True
True,Collie (Rough),Collie Rough,Breed_Description,0.00041189654128051366,3.6343812465927666e-05,14,12,2,True,True,False,False,True
True,Collie - Rough,Collie Rough                            ,Breed_Description,0.00015748985401901994,9.69168332424738e-05,14,40,30,True,True,False,False,True
True,Collie - Rough,Collie Rough,Breed_Description,0.00015748985401901994,3.6343812465927666e-05,14,12,2,True,True,False,False,True
True,Collie Rough                            ,Collie Rough,Breed_Description,9.69168332424738e-05,3.6343812465927666e-05,40,12,28,True,True,False,True,True
True,Dachshund X                                       ,Dachshund X,Breed_Description,0.0005451571869889151,0.0003028651038827307,50,11,39,True,True,False,True,True
True,Belgian Shepherd                                  ,Belgian Shepherd                        ,Breed_Description,0.0005451571869889151,0.0002301774789508753,50,40,10,True,True,False,True,True
True,Belgian Shepherd                                  ,Belgian Shepherd,Breed_Description,0.0005451571869889151,0.0001938336664849476,50,16,34,True,True,False,True,True
True,Belgian Shepherd                        ,Belgian Shepherd,Breed_Description,0.0002301774789508753,0.0001938336664849476,40,16,24,True,True,False,True,True
True,Poodle (Toy) X                                    ,Poodle (Toy) X,Breed_Description,0.0005330425828336059,0.00010903143739778304,50,14,36,True,True,False,True,True
True,Border Terrier                                    ,Border Terrier,Breed_Description,0.0005330425828336059,0.0005088133745229875,50,14,36,True,True,False,True,True
True,Border Terrier                                    ,Border Terrier                          ,Breed_Description,0.0005330425828336059,0.00048458416621236894,50,40,10,True,True,False,True,True
True,Border Terrier                                    ,BORDER TERRIER,Breed_Description,0.0005330425828336059,3.6343812465927666e-05,50,14,47,True,True,False,False,True
True,Border Terrier,Border Terrier                          ,Breed_Description,0.0005088133745229875,0.00048458416621236894,14,40,26,True,True,False,True,True
True,Border Terrier,BORDER TERRIER,Breed_Description,0.0005088133745229875,3.6343812465927666e-05,14,14,11,True,True,True,False,True
True,Border Terrier                          ,BORDER TERRIER,Breed_Description,0.00048458416621236894,3.6343812465927666e-05,40,14,37,True,True,False,False,True
True,Chinese Crested Dog                               ,Chinese Crested Dog,Breed_Description,0.0005330425828336059,0.00012114604155309223,50,19,31,True,True,False,True,True
True,Chinese Crested Dog                               ,CHINESE CRESTED DOG,Breed_Description,0.0005330425828336059,1.2114604155309225e-05,50,19,45,True,True,False,False,True
True,Chinese Crested Dog,CHINESE CRESTED DOG,Breed_Description,0.00012114604155309223,1.2114604155309225e-05,19,19,14,True,True,True,False,True
True,Keeshond,Keeshond                                          ,Breed_Description,0.0005209279786782966,0.0002907504997274214,8,50,42,True,True,False,True,True
True,Keeshond,Keeshond                                ,Breed_Description,0.0005209279786782966,0.0001817190623296384,8,40,32,True,True,False,True,True
True,Keeshond,KeesHond,Breed_Description,0.0005209279786782966,8.480222908716458e-05,8,8,1,True,True,True,False,True
True,Keeshond                                          ,Keeshond                                ,Breed_Description,0.0002907504997274214,0.0001817190623296384,50,40,10,True,True,False,True,True
True,Keeshond                                          ,KeesHond,Breed_Description,0.0002907504997274214,8.480222908716458e-05,50,8,43,True,True,False,False,True
True,Keeshond                                ,KeesHond,Breed_Description,0.0001817190623296384,8.480222908716458e-05,40,8,33,True,True,False,False,True
True,Chihuahua Cross,CHIHUAHUA CROSS,Breed_Description,0.0005088133745229875,6.057302077654613e-05,15,15,12,True,True,True,False,True
True,Staffordshire Bull Terrier Cross,STAFFORDSHIRE BULL TERRIER CROSS,Breed_Description,0.0005088133745229875,8.480222908716458e-05,32,32,25,True,True,True,False,True
True,King Charles Spaniel                    ,King Charles Spaniel,Breed_Description,0.0004966987703676782,0.0004724695620570597,40,20,20,True,True,False,True,True
True,King Charles Spaniel                    ,King Charles Spaniel                              ,Breed_Description,0.0004966987703676782,0.0002544066872614937,40,50,10,True,True,False,True,True
True,King Charles Spaniel                    ,KING CHARLES SPANIEL,Breed_Description,0.0004966987703676782,3.6343812465927666e-05,40,20,35,True,True,False,False,True
True,King Charles Spaniel,King Charles Spaniel                              ,Breed_Description,0.0004724695620570597,0.0002544066872614937,20,50,30,True,True,False,True,True
True,King Charles Spaniel,KING CHARLES SPANIEL,Breed_Description,0.0004724695620570597,3.6343812465927666e-05,20,20,15,True,True,True,False,True
True,King Charles Spaniel                              ,KING CHARLES SPANIEL,Breed_Description,0.0002544066872614937,3.6343812465927666e-05,50,20,45,True,True,False,False,True
True,Great Dane X,Great Dane X                                      ,Breed_Description,0.00048458416621236894,0.00035132352050396747,12,50,38,True,True,False,True,True
True,Japanese Spitz,Japanese Spitz                                    ,Breed_Description,0.0004603549579017506,0.00035132352050396747,14,50,36,True,True,False,True,True
True,Japanese Spitz,Japanese Spitz                          ,Breed_Description,0.0004603549579017506,0.00020594827064025683,14,40,26,True,True,False,True,True
True,Japanese Spitz                                    ,Japanese Spitz                          ,Breed_Description,0.00035132352050396747,0.00020594827064025683,50,40,10,True,True,False,True,True
